Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
cytosolic small ribosomal subunit (GO:0022627)	13/49	0.00000000400129286155646219244477754055887286366299804285517893731594085693359375	0.00000006802197864645985809874183074252851355367965879850089550018310546875	0.0000435386728527094711712307206763483691247529350221157073974609375	0.0007401574384960610437922401416699358378536999225616455078125	-1.1711780845431021	22.646658732305035	LTV1;sta;RpS8;RpS30;RpS6;RpS18;RpS27;RpS25;RpS4;RpS27A;RpS28b;RpS2;RpL40
ionotropic glutamate receptor complex (GO:0008328)	7/25	0.000011352318446614608721625429288426545326728955842554569244384765625	0.000090818547572916869773003434307412362613831646740436553955078125	0.0020352504814310392981802078082864682073704898357391357421875	0.018452937698308087555165712956295465119183063507080078125	-1.8766180939980717	21.367339823707088	Nmdar2;Neto;scrib;GluRIA;Prosap;GluRIB;dlg1
mitochondrial proton-transporting ATP synthase complex, catalytic core F(1) (GO:0000275)	4/10	0.000205674498162153438114707615369525228743441402912139892578125	0.001271442352275130305283568077356903813779354095458984375	0.00711991622174487463758918437406464363448321819305419921875	0.050963610850384366557364046457223594188690185546875	-2.3218638071739837	19.710802789299965	ATPsynbeta;ATPsyngamma;blw;sun
axon (GO:0030424)	20/132	0.000000011661262188446462524499044476240794399046762919169850647449493408203125	0.000000158593165762871898274120885385940482592559419572353363037109375	0.000467625177487330872215520738421901114634238183498382568359375	0.00454264458130550045911189016578646260313689708709716796875	-1.0473228048966108	19.13143877774946	Ptp10D;plum;Shawl;sNPF;futsch;klg;kcc;Prosap;InR;Imp;Ptp99A;trio;robo3;CadN;pyd;Rdl;Fas2;CG34353;Dscam1;drl
type Is terminal bouton (GO:0061177)	3/7	0.00111377692671762638064458794673328156932257115840911865234375	0.006311402584733216518386722526656740228645503520965576171875	0.0173380371978749947547981946627260185778141021728515625	0.11789865294554995045483991589208017103374004364013671875	-2.7591916941180044	18.762499113145974	Alk;jeb;pum
axonal growth cone (GO:0044295)	4/15	0.00117276150559974591015832690032993923523463308811187744140625	0.00637982259046261830637281065037313965149223804473876953125	0.021900450894327745665624007642691140063107013702392578125	0.134982991526606810328559049594332464039325714111328125	-2.2137151498279266	14.939022145532237	NetB;Trim9;Con;shot
septate junction (GO:0005918)	6/34	0.000747107095324122077832640353989290815661661326885223388671875	0.00441767673756872196466627400468496489338576793670654296875	0.0268520966265173056941595319813131936825811862945556640625	0.1521618808835980829474721076621790416538715362548828125	-1.6510206627533643	11.886196385608475	sdt;cora;Atpalpha;scrib;Fas3;dlg1
nucleus (GO:0005634)	93/1776	0.0000039738258783130507033917559744917724628976429812610149383544921875	0.0000360293546300383308949276395249938786946586333215236663818359375	0.97850527108174156776243535205139778554439544677734375	0.99999942892456683551927199005149304866790771484375	-0.9295884764424365	11.56015892698131	LTV1;bru3;CG32264;Tet;msi;ps;acj6;CG16779;mamo;heph;dac;gce;lola;tup;Rbfox1;Dsp1;nmo;CG9328;Pcyt1;dnc;Cbp53E;pan;dati;RpL40;Mnn1;bab1;ab;bab2;mld;CG12605;corto;Tob;Atpalpha;scrt;fru;Syp;ASPP;vvl;Cam;Eip63F-1;nvy;Rbp6;Nos;elav;CG9932;chinmo;trv;mub;rn;Snoo;bol;Atf3;Chchd2;Eip63E;nkd;bi;Pdcd4;zfh1;luna;NFAT;psq;zfh2;br;pros;mam;CG3726;tow;hth;sima;sr;Bacc;Dif;CG17839;salr;Moe;CG42458;Pdp1;ct;Rm62;sff;spen;zld;SoxN;sno;shep;mbl;E2f1;Eip93F;RpS27A;elB;salm;14-3-3zeta;eIF4A
dendrite (GO:0030425)	20/191	0.000005041479239243503869516947746287627296624123118817806243896484375	0.0000428525735335697803497952140805438148163375444710254669189453125	0.0206620684151914459081300634579747566021978855133056640625	0.13381149068885889175106740367482416331768035888671875	-0.8966782624627898	10.937511990450455	plum;Pka-C1;Oamb;Shawl;Mmp2;futsch;nAChRalpha7;Prosap;5-HT7;CadN;5-HT1A;5-HT2B;Rdl;Cbp53E;ATP8B;mAChR-B;Dscam1;5-HT2A;drl;mAChR-A
cytosol (GO:0005829)	39/573	0.000015131493037128715056847776121440318775057676248252391815185546875	0.000114326836280528065553814542898436457107891328632831573486328125	0.29782075699826382475521313608624041080474853515625	0.99999942892456683551927199005149304866790771484375	-0.8550744675612025	9.490242658590502	CG32264;ps;LRP1;Chchd2;Eip63E;heph;futsch;olf413;Hex-A;Pdcd4;NFAT;CG4238;mgl;dnc;Fas3;Cbp53E;Fas2;hth;sima;Dif;hppy;Moe;Cyt-c-p;Mkp3;Gad1;Hsp60A;Pde11;cpx;RpS18;brat;eIF3m;Cam;Pka-R1;Nos;Pka-R2;shep;Tm1;eIF4A;stai
dystrophin-associated glycoprotein complex (GO:0016010)	1/6	0.1813718414256653144178699221811257302761077880859375	0.49333140867780966853928248383454047143459320068359375	0.34346077896797744255508177957381121814250946044921875	0.99999942892456683551927199005149304866790771484375	-5.2530440540438414	8.968028235590733	Dys
nuclear chromosome (GO:0000228)	6/41	0.0020571959706385174217191380563463098951615393161773681640625	0.0103621722965495689783299582131803617812693119049072265625	0.053618748000431037947777213048539124429225921630859375	0.2916859891223448908448290239903144538402557373046875	-1.385254409301571	8.56975367338305	mamo;RpL36;elB;RpS2;RpS18;RpL8
nuclear transcription factor complex (GO:0044798)	4/27	0.0110460002475288900092298405297697172500193119049072265625	0.050075201122130964803691455244916141964495182037353515625	0.10345455330220688916487148389933281578123569488525390625	0.54114689419615913390515515857259742915630340576171875	-1.8144689179604725	8.175428807065611	SoxN;hth;NFAT;sima
cation channel complex (GO:0034703)	4/29	0.0141997418613014590726972841139286174438893795013427734375	0.06034890291053120192632519547260017134249210357666015625	0.12313085881299486168405366015576873905956745147705078125	0.60548451960728144616297186075826175510883331298828125	-1.656391406901859	7.047169405931473	RyR;GluRIA;GluRIB;Trpm
AMPA glutamate receptor complex (GO:0032281)	2/13	0.06597477686842669053479681906537734903395175933837890625	0.2492380459473897136302156241072225384414196014404296875	0.2166263533372971006318863373962813057005405426025390625	0.99999942892456683551927199005149304866790771484375	-2.193736711317158	5.963635470632038	GluRIA;GluRIB
cytoskeleton (GO:0005856)	7/65	0.005301037474762951805240529523643999709747731685638427734375	0.0248600378126814271217970286897980258800089359283447265625	0.1246585775662050199485975099378265440464019775390625	0.60548451960728144616297186075826175510883331298828125	-1.1055033713090177	5.792674855552531	CG34347;Moe;Msp300;cora;futsch;shot;Dys
Rb-E2F complex (GO:0035189)	1/6	0.1813718414256653144178699221811257302761077880859375	0.49333140867780966853928248383454047143459320068359375	0.34346077896797744255508177957381121814250946044921875	0.99999942892456683551927199005149304866790771484375	-3.17734603829844	5.424384165171319	E2f1
tricellular tight junction (GO:0061689)	1/6	0.1813718414256653144178699221811257302761077880859375	0.49333140867780966853928248383454047143459320068359375	0.34346077896797744255508177957381121814250946044921875	0.99999942892456683551927199005149304866790771484375	-3.0383158676786075	5.18703102613609	dlg1
nucleoplasm (GO:0005654)	13/170	0.004071415768328943973752842566682375036180019378662109375	0.019775448017597729855054922154522500932216644287109375	0.2689344431875120289276992480154149234294891357421875	0.99999942892456683551927199005149304866790771484375	-0.9266943976591487	5.100307714645143	Bacc;Dif;msi;Chchd2;CG43902;lola;Cam;Rbfox1;Rbp6;zld;mbl;CG11030;sm
protein kinase complex (GO:1902911)	1/6	0.1813718414256653144178699221811257302761077880859375	0.49333140867780966853928248383454047143459320068359375	0.34346077896797744255508177957381121814250946044921875	0.99999942892456683551927199005149304866790771484375	-2.629555166301822	4.48919231131988	InR
sarcoplasm (GO:0016528)	1/8	0.2342100218383284249146214506254182197153568267822265625	0.5398739486442825086243146870401687920093536376953125	0.41788991512741435752076313292491249740123748779296875	0.99999942892456683551927199005149304866790771484375	-3.0522268078615302	4.430420256750089	Tm1
actin-based cell projection (GO:0098858)	2/15	0.08510441211737436451034710671592620201408863067626953125	0.301279205165227603746558315833681263029575347900390625	0.260763665300665803403745712785166688263416290283203125	0.99999942892456683551927199005149304866790771484375	-1.7841266393302544	4.395867518543756	kug;shot
contractile actin filament bundle (GO:0097517)	1/6	0.1813718414256653144178699221811257302761077880859375	0.49333140867780966853928248383454047143459320068359375	0.34346077896797744255508177957381121814250946044921875	0.99999942892456683551927199005149304866790771484375	-2.564746474118235	4.378550524303702	Tm1
cytoneme (GO:0035230)	1/8	0.2342100218383284249146214506254182197153568267822265625	0.5398739486442825086243146870401687920093536376953125	0.41788991512741435752076313292491249740123748779296875	0.99999942892456683551927199005149304866790771484375	-2.9392733662746697	4.266464152836999	caps
perinuclear region of cytoplasm (GO:0048471)	6/70	0.0271321503976854720707745372010322171263396739959716796875	0.10785632636418342189532637576121487654745578765869140625	0.281631552183267019895396288120537064969539642333984375	0.99999942892456683551927199005149304866790771484375	-1.171355911815382	4.225122817078428	klar;NetB;Msp300;mbl;dlg1;svr
mitochondrial matrix (GO:0005759)	6/69	0.025486919732454267617516308064296026714146137237548828125	0.10503700253375092277252633721218444406986236572265625	0.271463063179308072836448673115228302776813507080078125	0.99999942892456683551927199005149304866790771484375	-1.0944229504372514	4.016083416296484	UQCR-C1;Alas;Mdh2;Hsp60A;CG11267;IscU
mitotic spindle midzone (GO:1990023)	1/8	0.2342100218383284249146214506254182197153568267822265625	0.5398739486442825086243146870401687920093536376953125	0.41788991512741435752076313292491249740123748779296875	0.99999942892456683551927199005149304866790771484375	-2.756889222917309	4.001726813803339	Moe
rhabdomere (GO:0016028)	3/33	0.0928276141543770971775728639840963296592235565185546875	0.31561388812488211375040236816857941448688507080078125	0.350891854715081719096048118444741703569889068603515625	0.99999942892456683551927199005149304866790771484375	-1.5781323553780742	3.751238153044661	Mob2;Ggamma30A;Cam
chromosome (GO:0005694)	13/196	0.0128525831043771986139656604564152075909078121185302734375	0.05638552587726770870535375479448703117668628692626953125	0.446224149396261704492161470625433139503002166748046875	0.99999942892456683551927199005149304866790771484375	-0.8361620793132314	3.6408256787294415	bab2;mamo;corto;RpL36;RpS18;RpL8;Dsp1;Rm62;mam;Eip93F;elB;tou;RpS2
actomyosin (GO:0042641)	1/7	0.208230902753033852992103902579401619732379913330078125	0.5398739486442825086243146870401687920093536376953125	0.381790942130176225166593440008000470697879791259765625	0.99999942892456683551927199005149304866790771484375	-2.1832092310826487	3.4256904274441817	Tm1
actin filament (GO:0005884)	3/32	0.0863962426576755648799377240720787085592746734619140625	0.301279205165227603746558315833681263029575347900390625	0.334594698263154188833112812062609009444713592529296875	0.99999942892456683551927199005149304866790771484375	-1.2256549080273538	3.001397333589804	Moe;Msp300;Tm1
sarcoplasmic reticulum (GO:0016529)	1/6	0.1813718414256653144178699221811257302761077880859375	0.49333140867780966853928248383454047143459320068359375	0.34346077896797744255508177957381121814250946044921875	0.99999942892456683551927199005149304866790771484375	-1.7328547887034977	2.9583400621414024	Tm1
anchored component of plasma membrane (GO:0046658)	1/9	0.259337984303295188137639115666388534009456634521484375	0.54979067217718036175710949464701116085052490234375	0.451887190321884790744633164649712853133678436279296875	0.99999942892456683551927199005149304866790771484375	-2.1778272289174323	2.9392459562123636	Gfrl
BLOC-1 complex (GO:0031083)	1/10	0.283642635492894090720739086464163847267627716064453125	0.54979067217718036175710949464701116085052490234375	0.483904767005554126146904536653892137110233306884765625	0.99999942892456683551927199005149304866790771484375	-2.285331598552609	2.879609590594875	Snap25
ESC/E(Z) complex (GO:0035098)	1/11	0.307150911197617115799829434763523750007152557373046875	0.54979067217718036175710949464701116085052490234375	0.5140575837210812348843091967864893376827239990234375	0.99999942892456683551927199005149304866790771484375	-2.3913594927739372	2.82279920970353	corto
nuclear lumen (GO:0031981)	19/358	0.0277571428143119115772297078592600882984697818756103515625	0.10785632636418342189532637576121487654745578765869140625	0.7830328320891830617966888894443400204181671142578125	0.99999942892456683551927199005149304866790771484375	-0.7703457538537132	2.7611210687863053	Bacc;Dif;msi;Chchd2;mamo;CG43902;RpL36;lola;RpS18;RpL8;Cam;Rbfox1;Rbp6;zld;mbl;CG11030;sm;elB;RpS2
polymeric cytoskeletal fiber (GO:0099513)	6/90	0.0753653111635322614514365113791427575051784515380859375	0.277018441033523965533191812937729991972446441650390625	0.491595753854349004630108765923068858683109283447265625	0.99999942892456683551927199005149304866790771484375	-1.0338807146447417	2.673003650556947	Moe;CG14535;Msp300;futsch;Tm1;shot
Golgi cis cisterna (GO:0000137)	1/11	0.307150911197617115799829434763523750007152557373046875	0.54979067217718036175710949464701116085052490234375	0.5140575837210812348843091967864893376827239990234375	0.99999942892456683551927199005149304866790771484375	-2.220968849800651	2.621667354046001	sfl
germ plasm (GO:0060293)	3/41	0.150533627417034077122792723457678221166133880615234375	0.49333140867780966853928248383454047143459320068359375	0.47770864432525395049111693879240192472934722900390625	0.99999942892456683551927199005149304866790771484375	-1.367996907467655	2.5903962375315666	Tm1;RapGAP1;eIF4A
AP-2 adaptor complex (GO:0030122)	1/8	0.2342100218383284249146214506254182197153568267822265625	0.5398739486442825086243146870401687920093536376953125	0.41788991512741435752076313292491249740123748779296875	0.99999942892456683551927199005149304866790771484375	-1.7843129092947156	2.589996273330232	VAChT
clathrin coat of endocytic vesicle (GO:0030128)	1/8	0.2342100218383284249146214506254182197153568267822265625	0.5398739486442825086243146870401687920093536376953125	0.41788991512741435752076313292491249740123748779296875	0.99999942892456683551927199005149304866790771484375	-1.6643022953405149	2.4157964223498825	VAChT
Cajal body (GO:0015030)	1/13	0.351881708033584150729922157552209682762622833251953125	0.58360868649472497082797417533583939075469970703125	0.5691958087379089814561439197859726846218109130859375	0.99999942892456683551927199005149304866790771484375	-2.0687084541031835	2.16068368002699	elav
preribosome, small subunit precursor (GO:0030688)	1/10	0.283642635492894090720739086464163847267627716064453125	0.54979067217718036175710949464701116085052490234375	0.483904767005554126146904536653892137110233306884765625	0.99999942892456683551927199005149304866790771484375	-1.7138149529290356	2.1594756656254877	LTV1
polytene chromosome puff (GO:0005703)	3/42	0.158415764302707817723359084993717260658740997314453125	0.49333140867780966853928248383454047143459320068359375	0.492815652583612262560563976876437664031982421875	0.99999942892456683551927199005149304866790771484375	-1.1294067922407447	2.08096847471143	Rm62;Moe;mam
stress fiber (GO:0001725)	1/6	0.1813718414256653144178699221811257302761077880859375	0.49333140867780966853928248383454047143459320068359375	0.34346077896797744255508177957381121814250946044921875	0.99999942892456683551927199005149304866790771484375	-1.2124323242788195	2.0698717174292725	Tm1
ISWI-type complex (GO:0031010)	1/13	0.351881708033584150729922157552209682762622833251953125	0.58360868649472497082797417533583939075469970703125	0.5691958087379089814561439197859726846218109130859375	0.99999942892456683551927199005149304866790771484375	-1.9540136305959055	2.0408894998252247	tou
MLL1/2 complex (GO:0044665)	1/10	0.283642635492894090720739086464163847267627716064453125	0.54979067217718036175710949464701116085052490234375	0.483904767005554126146904536653892137110233306884765625	0.99999942892456683551927199005149304866790771484375	-1.5451694047667723	1.9469755023201913	Mnn1
cortical cytoskeleton (GO:0030863)	1/9	0.259337984303295188137639115666388534009456634521484375	0.54979067217718036175710949464701116085052490234375	0.451887190321884790744633164649712853133678436279296875	0.99999942892456683551927199005149304866790771484375	-1.4138997036943115	1.9082317143399634	Tm1
pole plasm (GO:0045495)	1/15	0.393728772228750079076320389503962360322475433349609375	0.58597497482080018738059834504383616149425506591796875	0.6180950652805428102709583981777541339397430419921875	0.99999942892456683551927199005149304866790771484375	-1.858341720935192	1.7321473135859633	RapGAP1
microtubule plus-end (GO:0035371)	1/14	0.373153814904096214899453798352624289691448211669921875	0.58597497482080018738059834504383616149425506591796875	0.59437934127464109312910522930906154215335845947265625	0.99999942892456683551927199005149304866790771484375	-1.6444199264039352	1.6210109048467891	shot
mitotic spindle (GO:0072686)	2/33	0.295013260786697928406141500090598128736019134521484375	0.54979067217718036175710949464701116085052490234375	0.6140626555680928078118085977621376514434814453125	0.99999942892456683551927199005149304866790771484375	-1.2531166143227341	1.5297232748891092	Moe;Cam
unconventional myosin complex (GO:0016461)	1/9	0.259337984303295188137639115666388534009456634521484375	0.54979067217718036175710949464701116085052490234375	0.451887190321884790744633164649712853133678436279296875	0.99999942892456683551927199005149304866790771484375	-1.0888669652890248	1.4695600193087366	Cam
U1 snRNP (GO:0005685)	1/17	0.43287774852107130385547861806116998195648193359375	0.6007283040700581722148854169063270092010498046875	0.66145933377264853891830398424644954502582550048828125	0.99999942892456683551927199005149304866790771484375	-1.7496546915069477	1.464985745164292	sm
fusome (GO:0045169)	2/34	0.307235963863718486432929921647883020341396331787109375	0.54979067217718036175710949464701116085052490234375	0.62954329091019201047885189836961217224597930908203125	0.99999942892456683551927199005149304866790771484375	-1.235872544205769	1.4585016537782607	scrib;shot
nuclear matrix (GO:0016363)	1/8	0.2342100218383284249146214506254182197153568267822265625	0.5398739486442825086243146870401687920093536376953125	0.41788991512741435752076313292491249740123748779296875	0.99999942892456683551927199005149304866790771484375	-0.9723710785423393	1.4114326341528394	px
transcriptionally active chromatin (GO:0035327)	2/33	0.295013260786697928406141500090598128736019134521484375	0.54979067217718036175710949464701116085052490234375	0.6140626555680928078118085977621376514434814453125	0.99999942892456683551927199005149304866790771484375	-1.1429383873964485	1.3952248601456065	Moe;Eip93F
muscle tendon junction (GO:0005927)	1/15	0.393728772228750079076320389503962360322475433349609375	0.58597497482080018738059834504383616149425506591796875	0.6180950652805428102709583981777541339397430419921875	0.99999942892456683551927199005149304866790771484375	-1.461362990026849	1.3621262165255095	shot
microtubule cytoskeleton (GO:0015630)	6/112	0.1624503475854441048031873151558102108538150787353515625	0.49333140867780966853928248383454047143459320068359375	0.693899830224321334526393911801278591156005859375	0.99999942892456683551927199005149304866790771484375	-0.7487164701572007	1.360704492759003	Moe;wake;CG14535;futsch;Cam;shot
clathrin adaptor complex (GO:0030131)	1/11	0.307150911197617115799829434763523750007152557373046875	0.54979067217718036175710949464701116085052490234375	0.5140575837210812348843091967864893376827239990234375	0.99999942892456683551927199005149304866790771484375	-1.1249244048136042	1.3278788615761838	VAChT
mitochondrial inner membrane (GO:0005743)	4/75	0.231729451922237317251784816107829101383686065673828125	0.5398739486442825086243146870401687920093536376953125	0.68505027538880003401544627195107750594615936279296875	0.99999942892456683551927199005149304866790771484375	-0.9054024975633093	1.3238657184935125	Cyt-c-p;sesB;Hsp60A;sun
mitochondrial intermembrane space (GO:0005758)	1/14	0.373153814904096214899453798352624289691448211669921875	0.58597497482080018738059834504383616149425506591796875	0.59437934127464109312910522930906154215335845947265625	0.99999942892456683551927199005149304866790771484375	-1.2873574423727268	1.2690313581187143	Cyt-c-p
cytoplasmic microtubule (GO:0005881)	1/20	0.48691921662122494840474473676295019686222076416015625	0.6556535986186791120644556940533220767974853515625	0.717474863145850516588097889325581490993499755859375	0.99999942892456683551927199005149304866790771484375	-1.7556312571162334	1.263452410132241	klar
lipid droplet (GO:0005811)	1/16	0.413629393991153115894832126286928541958332061767578125	0.58597497482080018738059834504383616149425506591796875	0.64042827777794009147527276581968180835247039794921875	0.99999942892456683551927199005149304866790771484375	-1.3886652929035377	1.2258927373832786	klar
