Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
cation channel activity (GO:0005261)	10/86	0.000004026949714733159596991192430426309556423802860081195831298828125	0.00005933039246373521930465189111458812476485036313533782958984375	0.00047498270953086232752660134082134391064755618572235107421875	0.006560698675395036129354142673264504992403090000152587890625	-1.1232260566464445	13.95327721987467	CG42594;Shawl;para;Nckx30C;Sh;Elk;CG42260;NaCP60E;eag;Ca-alpha1T
calcium:cation antiporter activity (GO:0015368)	2/8	0.00878549460499798880175337245646005612798035144805908203125	0.039754806919429348799344126064170268364250659942626953125	0.03313554561203153892012807091305148787796497344970703125	0.1664308086422493226930185983292176388204097747802734375	-2.918011309984159	13.8157717552502	Nckx30C;Calx
delayed rectifier potassium channel activity (GO:0005251)	3/6	0.00011859245333035347267670867044131455259048379957675933837890625	0.00104835728744032455860002439607114865793846547603607177734375	0.00184333364186779475983601894739649651455692946910858154296875	0.0162950693941113049223456954450739431194961071014404296875	-1.4723169496207493	13.309476828117205	Shab;Shawl;Sh
Wnt-activated receptor activity (GO:0042813)	2/8	0.00878549460499798880175337245646005612798035144805908203125	0.039754806919429348799344126064170268364250659942626953125	0.03313554561203153892012807091305148787796497344970703125	0.1664308086422493226930185983292176388204097747802734375	-2.715727953347426	12.858030201741913	fz;fz2
allatostatin receptor activity (GO:0008261)	1/6	0.1054570618655037705924115698508103378117084503173828125	0.226271948274527512356968372841947712004184722900390625	0.188637307734475567766452286377898417413234710693359375	0.458119175926583521718526981203467585146427154541015625	-5.660292730348437	12.732553437524265	AstC-R2
poly-pyrimidine tract binding (GO:0008187)	3/17	0.0034686638126001788536012515606898887199349701404571533203125	0.0219021343595611310550719252887574839405715465545654296875	0.01972669092746857921749636943786754272878170013427734375	0.1315448292682972475375891008297912776470184326171875	-2.0924202808931103	11.8514388163534	Rbp6;shep;fne
semaphorin receptor binding (GO:0030215)	2/10	0.013780453505788277379640049957743030972778797149658203125	0.0525082797375725773836308007957995869219303131103515625	0.046769690712822054035058272347669117152690887451171875	0.198771185529493743526785465292050503194332122802734375	-2.5495891141278157	10.92372502172873	Sema1a;Sema2b
sodium:potassium-exchanging ATPase activity (GO:0005391)	2/9	0.01115906960612070460137079663809345220215618610382080078125	0.044839170599139561990131852553531643934547901153564453125	0.039728605204953075513696347798031638376414775848388671875	0.1756004350058925911337581737825530581176280975341796875	-2.3754212125189778	10.678712460576193	nrv3;Atpalpha
poly(U) RNA binding (GO:0008266)	3/12	0.0012014596133236373105834804420055661466903984546661376953125	0.00856524434014593015473959525252212188206613063812255859375	0.00876700445139156313290040856145424186252057552337646484375	0.0691967137056262726613198310587904416024684906005859375	-1.5720278336009341	10.570658038969517	Rbp6;shep;fne
ligand-gated anion channel activity (GO:0099095)	2/9	0.01115906960612070460137079663809345220215618610382080078125	0.044839170599139561990131852553531643934547901153564453125	0.039728605204953075513696347798031638376414775848388671875	0.1756004350058925911337581737825530581176280975341796875	-2.2843075529747208	10.269110758622805	GluClalpha;Rdl
cation transmembrane transporter activity (GO:0008324)	4/34	0.003381553043479990257325074054506330867297947406768798828125	0.0219021343595611310550719252887574839405715465545654296875	0.02449921154786842414363690068057621829211711883544921875	0.1463331284345654459411179004746372811496257781982421875	-1.7652433193248804	10.043210989519956	para;Atpalpha;NaCP60E;Ca-alpha1T
potassium-transporting ATPase activity (GO:0008556)	2/9	0.01115906960612070460137079663809345220215618610382080078125	0.044839170599139561990131852553531643934547901153564453125	0.039728605204953075513696347798031638376414775848388671875	0.1756004350058925911337581737825530581176280975341796875	-2.151809041316538	9.67346334249503	nrv3;Atpalpha
syntaxin binding (GO:0019905)	3/26	0.01173922780746740161805785618298614281229674816131591796875	0.046328024025898140170198757914477027952671051025390625	0.05221307079564517505954057696726522408425807952880859375	0.2098016117425015314434944002641714178025722503662109375	-1.9966462124673716	8.874731503118205	Tomosyn;Syt1;Sytbeta
protein homodimerization activity (GO:0042803)	10/139	0.0002563622504949534977418401648918688806588761508464813232421875	0.002179079129207104649490478465168052935041487216949462890625	0.0120643682433230481354513585756649263203144073486328125	0.0888741793924797962578310261960723437368869781494140625	-1.0313193805793566	8.527896496134135	bru3;Ten-m;Ace;Syt1;CadN;CadN2;14-3-3zeta;Ten-a;mirr;Liprin-gamma
cadherin binding (GO:0045296)	2/12	0.0197274370547133315323407032337854616343975067138671875	0.07147153424740404492609968656324781477451324462890625	0.062070454545076168828554585843448876403272151947021484375	0.23650983542175574303456642155651934444904327392578125	-2.162655322453796	8.490033034051304	CadN;CadN2
chloride channel activity (GO:0005254)	3/25	0.010525888631664530314946404132570023648440837860107421875	0.044839170599139561990131852553531643934547901153564453125	0.047811619796723804631799481512643978931009769439697265625	0.199365433491999255455340289699961431324481964111328125	-1.766683340482411	8.045330132448765	pHCl-1;GluClalpha;Rdl
AMPA glutamate receptor activity (GO:0004971)	2/12	0.0197274370547133315323407032337854616343975067138671875	0.07147153424740404492609968656324781477451324462890625	0.062070454545076168828554585843448876403272151947021484375	0.23650983542175574303456642155651934444904327392578125	-1.9735380450016702	7.747606852584425	GluRIA;GluRIB
ligand-gated ion channel activity (GO:0015276)	7/84	0.00090663499270200731405822125452687032520771026611328125	0.006678877779571453128515390318398203817196190357208251953125	0.0171874780353698554391517205885975272394716739654541015625	0.12253008534892702308116696485740249045193195343017578125	-1.103640857808965	7.731854699398298	nAChRbeta1;nAChRalpha5;GluClalpha;nAChRalpha7;nAChRalpha6;Rdl;GluRIB
mRNA binding (GO:0003729)	12/196	0.000289584846879635819834331034172691943240351974964141845703125	0.0022856518271571258683894090069088633754290640354156494140625	0.01913371515863027116921557535533793270587921142578125	0.1315448292682972475375891008297912776470184326171875	-0.92632679580636	7.546842044389209	bru3;msi;heph;shep;CG42458;Unr;pum;sm;Syp;fne;Imp;bol
anion:anion antiporter activity (GO:0015301)	1/8	0.1380838908042568424772156276958412490785121917724609375	0.25430449889783968142609182905289344489574432373046875	0.2357119056814212798567353956968872807919979095458984375	0.477911295005450487138887183391489088535308837890625	-3.791904964882442	7.5075694113118105	sesB
proton-transporting ATP synthase activity, rotational mechanism (GO:0046933)	2/15	0.030268557495576615956611732372039114125072956085205078125	0.096947118935107712278664848781772889196872711181640625	0.08763466923965550214870035006242687813937664031982421875	0.322787698366064412791587301398976705968379974365234375	-2.137793832838189	7.47724564564793	ATPsynC;blw
calcium, potassium:sodium antiporter activity (GO:0008273)	1/6	0.1054570618655037705924115698508103378117084503173828125	0.226271948274527512356968372841947712004184722900390625	0.188637307734475567766452286377898417413234710693359375	0.458119175926583521718526981203467585146427154541015625	-3.2545471619073947	7.320945687446442	Nckx30C
protein tyrosine phosphatase activity (GO:0004725)	3/28	0.0143978551425193168622485018204315565526485443115234375	0.05393094892367404635802330403748783282935619354248046875	0.0615782832833126347882313211812288500368595123291015625	0.23650983542175574303456642155651934444904327392578125	-1.6895583804811687	7.1648697286534	Lar;IA-2;Ptp99A
sodium ion transmembrane transporter activity (GO:0015081)	5/57	0.003924865195725785009528419067237337003462016582489013671875	0.02409431134042773481329646756421425379812717437744140625	0.03490682434631418862291951654697186313569545745849609375	0.171431292900787457522682188937324099242687225341796875	-1.2860399534871667	7.125205688791154	nrv3;para;Nckx30C;Calx;Atpalpha
myosin heavy chain binding (GO:0032036)	1/6	0.1054570618655037705924115698508103378117084503173828125	0.226271948274527512356968372841947712004184722900390625	0.188637307734475567766452286377898417413234710693359375	0.458119175926583521718526981203467585146427154541015625	-3.1073884523008806	6.989919321298288	Cam
protein-hormone receptor activity (GO:0016500)	1/7	0.1219215912814447244638671463690116070210933685302734375	0.244951560665448042630742975234170444309711456298828125	0.2125243349816970661603221515179029665887355804443359375	0.474423010413687340491861732516554184257984161376953125	-3.2133592563267315	6.762119746453854	rk
transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705)	5/63	0.006025923924155475973341022921658804989419877529144287109375	0.032481199688740490516547509969313978217542171478271484375	0.04894099795112782924633165748673491179943084716796875	0.2002955656888749935706783844580058939754962921142578125	-1.310511609930173	6.6989218350016	aop;SoxN;rn;hth;toy
L-glutamate transmembrane transporter activity (GO:0005313)	1/8	0.1380838908042568424772156276958412490785121917724609375	0.25430449889783968142609182905289344489574432373046875	0.2357119056814212798567353956968872807919979095458984375	0.477911295005450487138887183391489088535308837890625	-3.1553772128927995	6.247312014424052	VGlut
potassium ion transmembrane transporter activity (GO:0015079)	2/16	0.034178962544399206502365728965742164291441440582275390625	0.10790786746160320463960857750862487591803073883056640625	0.09674660449408960249950695242660003714263439178466796875	0.3448548321482871603649300595861859619617462158203125	-1.8431260257627469	6.2226606323212055	CG42594;kcc
transmembrane receptor protein tyrosine kinase activity (GO:0004714)	2/22	0.061237431770410390152736823665691190399229526519775390625	0.17575938209429475822531685480498708784580230712890625	0.1560097021246525661464232825892395339906215667724609375	0.458119175926583521718526981203467585146427154541015625	-2.16573804963804	6.048899109182296	Alk;InR
RNA polymerase II regulatory region DNA binding (GO:0001012)	8/127	0.002444796542884714561638670460297362296842038631439208984375	0.01637272836295521061256152961504994891583919525146484375	0.0448320992919927496789256338161067105829715728759765625	0.1942724302653019152753444132031290791928768157958984375	-0.9988340740214731	6.006781735138679	Pdp1;fkh;CG43689;rn;vvl;Hr38;zfh2;toy
protein tyrosine kinase activity (GO:0004713)	3/35	0.0261850492682991105308776269566806149668991565704345703125	0.0890291675122169834377672259506653062999248504638671875	0.0998204516091252269660571982967667281627655029296875	0.350163806438359925810033246307284571230411529541015625	-1.6452496166807657	5.992931417067606	Alk;Btk29A;InR
symporter activity (GO:0015293)	1/7	0.1219215912814447244638671463690116070210933685302734375	0.244951560665448042630742975234170444309711456298828125	0.2125243349816970661603221515179029665887355804443359375	0.474423010413687340491861732516554184257984161376953125	-2.8000382779317605	5.892336529987977	kcc
ionotropic glutamate receptor activity (GO:0004970)	2/23	0.06627650668657525390159435119130648672580718994140625	0.18263494911116728847133572344318963587284088134765625	0.1664651565099181385054549764390685595571994781494140625	0.458119175926583521718526981203467585146427154541015625	-2.114763768866535	5.739299250280542	GluRIA;GluRIB
RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	10/200	0.004050010797472883457281955799089701031334698200225830078125	0.0241906050335542500973051716073314310051500797271728515625	0.08968281096129537832695177712594158947467803955078125	0.324916413482725874306566993254818953573703765869140625	-1.0361042088773722	5.707935108599257	Pdp1;fkh;CG9932;bi;CG43689;rn;vvl;Hr38;zfh2;toy
gap junction channel activity (GO:0005243)	1/7	0.1219215912814447244638671463690116070210933685302734375	0.244951560665448042630742975234170444309711456298828125	0.2125243349816970661603221515179029665887355804443359375	0.474423010413687340491861732516554184257984161376953125	-2.702485557104564	5.6870488147948866	shakB
transmembrane receptor protein kinase activity (GO:0019199)	2/22	0.061237431770410390152736823665691190399229526519775390625	0.17575938209429475822531685480498708784580230712890625	0.1560097021246525661464232825892395339906215667724609375	0.458119175926583521718526981203467585146427154541015625	-2.03543081194711	5.684951431336211	Alk;InR
mitogen-activated protein kinase kinase binding (GO:0031434)	2/23	0.06627650668657525390159435119130648672580718994140625	0.18263494911116728847133572344318963587284088134765625	0.1664651565099181385054549764390685595571994781494140625	0.458119175926583521718526981203467585146427154541015625	-2.094248184298668	5.683621599252629	Alk;InR
heparan sulfate sulfotransferase activity (GO:0034483)	1/7	0.1219215912814447244638671463690116070210933685302734375	0.244951560665448042630742975234170444309711456298828125	0.2125243349816970661603221515179029665887355804443359375	0.474423010413687340491861732516554184257984161376953125	-2.5743535568557654	5.417410763173642	Hs3st-A
Rab GTPase binding (GO:0017137)	5/69	0.008814414203855376606089322422121767885982990264892578125	0.039754806919429348799344126064170268364250659942626953125	0.065872884842444523467719363907235674560070037841796875	0.2467441957657667550574132064866716973483562469482421875	-1.139596237760696	5.391847941280369	Tomosyn;Fife;Rim;Rph;CG42795
peptidase activator activity (GO:0016504)	1/8	0.1380838908042568424772156276958412490785121917724609375	0.25430449889783968142609182905289344489574432373046875	0.2357119056814212798567353956968872807919979095458984375	0.477911295005450487138887183391489088535308837890625	-2.682877800230361	5.311813321756449	7B2
cyclic nucleotide binding (GO:0030551)	1/6	0.1054570618655037705924115698508103378117084503173828125	0.226271948274527512356968372841947712004184722900390625	0.188637307734475567766452286377898417413234710693359375	0.458119175926583521718526981203467585146427154541015625	-2.3168852966430067	5.21172088679332	CG42260
poly(A) binding (GO:0008143)	1/9	0.153949493460366293451357933008694089949131011962890625	0.266635390719716369734015870562870986759662628173828125	0.258220390138178268468749365638359449803829193115234375	0.487749625816558951552082135094678960740566253662109375	-2.7579463375378923	5.160478047064435	shep
protein-lysine N-methyltransferase activity (GO:0016279)	1/8	0.1380838908042568424772156276958412490785121917724609375	0.25430449889783968142609182905289344489574432373046875	0.2357119056814212798567353956968872807919979095458984375	0.477911295005450487138887183391489088535308837890625	-2.6024473092029416	5.152569485276765	Mnn1
cation:chloride symporter activity (GO:0015377)	1/6	0.1054570618655037705924115698508103378117084503173828125	0.226271948274527512356968372841947712004184722900390625	0.188637307734475567766452286377898417413234710693359375	0.458119175926583521718526981203467585146427154541015625	-2.2848284921008815	5.139610662761894	kcc
guanyl ribonucleotide binding (GO:0032561)	4/60	0.0245280950958949410523057821365000563673675060272216796875	0.08604300025702828202955885217306786216795444488525390625	0.11837056958715240495561005218405625782907009124755859375	0.408748373105635665059054417724837549030780792236328125	-1.366620698060875	5.0673421937769	Rab26;CG42260;Rgk2;Rgk3
potassium ion antiporter activity (GO:0022821)	1/11	0.1848122369415518273516596536865108646452426910400390625	0.295967422928137324777964067834545858204364776611328125	0.301278648440343299608201732553425244987010955810546875	0.53266065044252697280313668670714832842350006103515625	-2.996460054570967	5.059267817627497	Nckx30C
cation-transporting ATPase activity (GO:0019829)	2/22	0.061237431770410390152736823665691190399229526519775390625	0.17575938209429475822531685480498708784580230712890625	0.1560097021246525661464232825892395339906215667724609375	0.458119175926583521718526981203467585146427154541015625	-1.779992690017769	4.971513613476463	ATPsynC;blw
potassium ion symporter activity (GO:0022820)	1/6	0.1054570618655037705924115698508103378117084503173828125	0.226271948274527512356968372841947712004184722900390625	0.188637307734475567766452286377898417413234710693359375	0.458119175926583521718526981203467585146427154541015625	-2.081093396504158	4.6813184656329465	kcc
SH3 domain binding (GO:0017124)	1/9	0.153949493460366293451357933008694089949131011962890625	0.266635390719716369734015870562870986759662628173828125	0.258220390138178268468749365638359449803829193115234375	0.487749625816558951552082135094678960740566253662109375	-2.50166905203411	4.680949751751705	cindr
acidic amino acid transmembrane transporter activity (GO:0015172)	1/7	0.1219215912814447244638671463690116070210933685302734375	0.244951560665448042630742975234170444309711456298828125	0.2125243349816970661603221515179029665887355804443359375	0.474423010413687340491861732516554184257984161376953125	-2.1806963552229357	4.589007548919263	VGlut
metalloendopeptidase activity (GO:0004222)	2/24	0.07144811279497746692168647086873534135520458221435546875	0.190241360574578577402604651069850660860538482666015625	0.1770382404807498699650381013270816765725612640380859375	0.458119175926583521718526981203467585146427154541015625	-1.7238579283112683	4.548888353873275	kuz;Mmp2
phospholipid-translocating ATPase activity (GO:0004012)	1/8	0.1380838908042568424772156276958412490785121917724609375	0.25430449889783968142609182905289344489574432373046875	0.2357119056814212798567353956968872807919979095458984375	0.477911295005450487138887183391489088535308837890625	-2.216414290280103	4.388265075893629	ATP8B
