gene,pair,correlation,value,percent_expressed
Fas2,simsec,rho,0.862477713121339,46.8368145428279
Fas2,simsec,r,0.957398917568429,46.8368145428279
Fas3,melsec,rho,0.776094911153654,24.9383013302835
Fas3,melsec,r,0.628090827572575,24.9383013302835
Fas3,melsim,rho,0.782574620384532,24.9383013302835
Fas3,melsim,r,0.802140674149344,24.9383013302835
Fas3,simsec,rho,0.848626156321965,24.9383013302835
Fas3,simsec,r,0.873181873658133,24.9383013302835
Fie,melsec,rho,0.803951535397618,21.1099741166556
Fie,melsec,r,0.79489046268136,21.1099741166556
Fie,melsim,rho,0.769814702646709,21.1099741166556
Fie,melsim,r,0.788688838998022,21.1099741166556
Fie,simsec,rho,0.724445059987587,21.1099741166556
Fie,simsec,r,0.736928372809891,21.1099741166556
Fife,melsec,rho,0.873479104214424,50.5808704026967
Fife,melsec,r,0.868986444589661,50.5808704026967
Fife,melsim,rho,0.885626677638669,50.5808704026967
Fife,melsim,r,0.904468025493037,50.5808704026967
Fife,simsec,rho,0.910646760320539,50.5808704026967
Fife,simsec,r,0.903203683545712,50.5808704026967
Fili,melsec,rho,0.814202260944595,16.4529785910632
Fili,melsec,r,0.761645017342822,16.4529785910632
Fili,melsim,rho,0.848902012530186,16.4529785910632
Fili,melsim,r,0.83120595934009,16.4529785910632
Fili,simsec,rho,0.884148521883955,16.4529785910632
Fili,simsec,r,0.860207955196663,16.4529785910632
Frq1,melsec,rho,0.87295989341484,62.7400228736532
Frq1,melsec,r,0.885864090798943,62.7400228736532
Frq1,melsim,rho,0.911927427870218,62.7400228736532
Frq1,melsim,r,0.898763281833005,62.7400228736532
Frq1,simsec,rho,0.898271170752441,62.7400228736532
Frq1,simsec,r,0.918900255745594,62.7400228736532
Frq2,melsec,rho,0.76884343345285,39.7941371215313
Frq2,melsec,r,0.768811754268779,39.7941371215313
Frq2,melsim,rho,0.810710594592634,39.7941371215313
Frq2,melsim,r,0.768234235117589,39.7941371215313
Frq2,simsec,rho,0.764514849239794,39.7941371215313
Frq2,simsec,r,0.734597731573985,39.7941371215313
Fur1,melsec,rho,0.798732341934599,37.2920804992074
Fur1,melsec,r,0.636887192506098,37.2920804992074
Fur1,melsim,rho,0.81314687370866,37.2920804992074
Fur1,melsim,r,0.822003114061257,37.2920804992074
Fur1,simsec,rho,0.796713281584831,37.2920804992074
Fur1,simsec,r,0.701062007025425,37.2920804992074
GABA-B-R3,melsec,rho,0.759225614135791,9.71728967274624
GABA-B-R3,melsec,r,0.773520654349549,9.71728967274624
GABA-B-R3,melsim,rho,0.802146970758578,9.71728967274624
GABA-B-R3,melsim,r,0.889040891530937,9.71728967274624
GABA-B-R3,simsec,rho,0.731220216856608,9.71728967274624
GABA-B-R3,simsec,r,0.86905224924037,9.71728967274624
GEFmeso,melsec,rho,0.746908291697111,18.7343245249704
GEFmeso,melsec,r,0.781407637724376,18.7343245249704
GEFmeso,melsim,rho,0.760135111972205,18.7343245249704
GEFmeso,melsim,r,0.66747452639176,18.7343245249704
GEFmeso,simsec,rho,0.702345588321332,18.7343245249704
GEFmeso,simsec,r,0.63495631135344,18.7343245249704
Gbeta13F,melsec,rho,0.749848155332197,77.3169606131744
Gbeta13F,melsec,r,0.768578122820538,77.3169606131744
Gbeta13F,melsim,rho,0.821885332232925,77.3169606131744
Gbeta13F,melsim,r,0.832158702797394,77.3169606131744
Gbeta13F,simsec,rho,0.701143738834303,77.3169606131744
Gbeta13F,simsec,r,0.766007199191598,77.3169606131744
Gfrl,melsec,rho,0.785646235347473,56.4598005577961
Gfrl,melsec,r,0.731703652635779,56.4598005577961
Gfrl,melsim,rho,0.842700784453595,56.4598005577961
Gfrl,melsim,r,0.849305053816572,56.4598005577961
Gfrl,simsec,rho,0.872421089754893,56.4598005577961
Gfrl,simsec,r,0.881590226238677,56.4598005577961
Ggamma30A,melsec,rho,0.914761260996493,81.8756395593812
Ggamma30A,melsec,r,0.938058342392722,81.8756395593812
Ggamma30A,melsim,rho,0.928613413272204,81.8756395593812
Ggamma30A,melsim,r,0.929767847135588,81.8756395593812
Ggamma30A,simsec,rho,0.902995748349302,81.8756395593812
Ggamma30A,simsec,r,0.938432902369766,81.8756395593812
GluClalpha,melsec,rho,0.860505839913825,74.933285178274
GluClalpha,melsec,r,0.871956627708653,74.933285178274
GluClalpha,melsim,rho,0.885685456219754,74.933285178274
GluClalpha,melsim,r,0.885580045284116,74.933285178274
GluClalpha,simsec,rho,0.845747481701536,74.933285178274
GluClalpha,simsec,r,0.88125929508384,74.933285178274
GluRIA,melsec,rho,0.838717735834936,26.7461225144967
GluRIA,melsec,r,0.798068294701771,26.7461225144967
GluRIA,melsim,rho,0.838312119608957,26.7461225144967
GluRIA,melsim,r,0.818282251690657,26.7461225144967
GluRIA,simsec,rho,0.851069562192863,26.7461225144967
GluRIA,simsec,r,0.867108992527398,26.7461225144967
GluRIB,melsec,rho,0.914615718143456,53.8132787575995
GluRIB,melsec,r,0.89856778424584,53.8132787575995
GluRIB,melsim,rho,0.902202237504653,53.8132787575995
GluRIB,melsim,r,0.885293842629835,53.8132787575995
GluRIB,simsec,rho,0.902967620020337,53.8132787575995
GluRIB,simsec,r,0.923727410239429,53.8132787575995
Glut4EF,melsec,rho,0.787463477596646,76.4100403298622
Glut4EF,melsec,r,0.890212098196977,76.4100403298622
Glut4EF,melsim,rho,0.791553497214058,76.4100403298622
Glut4EF,melsim,r,0.903079274879279,76.4100403298622
Glut4EF,simsec,rho,0.827455475224828,76.4100403298622
Glut4EF,simsec,r,0.918024515927002,76.4100403298622
Gycbeta100B,melsec,rho,0.831978956968732,27.6109071209294
Gycbeta100B,melsec,r,0.802855529153313,27.6109071209294
Gycbeta100B,melsim,rho,0.834380349889719,27.6109071209294
Gycbeta100B,melsim,r,0.816185511168588,27.6109071209294
Gycbeta100B,simsec,rho,0.838111215902908,27.6109071209294
Gycbeta100B,simsec,r,0.721161169708407,27.6109071209294
Hasp,melsec,rho,0.931873008567345,69.0663937879974
Hasp,melsec,r,0.937390044872708,69.0663937879974
Hasp,melsim,rho,0.913641807350571,69.0663937879974
Hasp,melsim,r,0.908064040558324,69.0663937879974
Hasp,simsec,rho,0.905664813499547,69.0663937879974
Hasp,simsec,r,0.908259092787759,69.0663937879974
Hk,melsec,rho,0.823989556982322,79.319408495355
Hk,melsec,r,0.799919851896296,79.319408495355
Hk,melsim,rho,0.755079449048767,79.319408495355
Hk,melsim,r,0.882662433367144,79.319408495355
Hk,simsec,rho,0.770476426059899,79.319408495355
Hk,simsec,r,0.84452495980545,79.319408495355
Hs3st-A,melsec,rho,0.788544054546523,65.4086157426915
Hs3st-A,melsec,r,0.762721622709842,65.4086157426915
Hs3st-A,melsim,rho,0.809067575775388,65.4086157426915
Hs3st-A,melsim,r,0.766525450551686,65.4086157426915
Hs3st-A,simsec,rho,0.827602421677541,65.4086157426915
Hs3st-A,simsec,r,0.894238983365029,65.4086157426915
Hsp60A,melsec,rho,0.793791759005709,18.3551034330544
Hsp60A,melsec,r,0.779847814123281,18.3551034330544
Hsp60A,melsim,rho,0.827049640374731,18.3551034330544
Hsp60A,melsim,r,0.8251711988355,18.3551034330544
Hsp60A,simsec,rho,0.724660470642986,18.3551034330544
Hsp60A,simsec,r,0.756369283480703,18.3551034330544
IA-2,melsec,rho,0.94276925488352,95.6780834286402
IA-2,melsec,r,0.92330809236653,95.6780834286402
IA-2,melsim,rho,0.949714923881738,95.6780834286402
IA-2,melsim,r,0.957289470877051,95.6780834286402
IA-2,simsec,rho,0.952869374399969,95.6780834286402
IA-2,simsec,r,0.954130976655584,95.6780834286402
Ih,melsec,rho,0.850562438927782,80.1139669736552
Ih,melsec,r,0.918592624829554,80.1139669736552
Ih,melsim,rho,0.896534495848742,80.1139669736552
Ih,melsim,r,0.939369478329505,80.1139669736552
Ih,simsec,rho,0.851502898528432,80.1139669736552
Ih,simsec,r,0.894925619578716,80.1139669736552
Imp,melsec,rho,0.919642813407723,37.135576556512
Imp,melsec,r,0.949822031759461,37.135576556512
Imp,melsim,rho,0.939982267868017,37.135576556512
Imp,melsim,r,0.976144762681671,37.135576556512
Imp,simsec,rho,0.937613888064873,37.135576556512
Imp,simsec,r,0.971429371937093,37.135576556512
InR,melsec,rho,0.721949690311758,32.1976765183892
InR,melsec,r,0.889057383133033,32.1976765183892
InR,melsim,rho,0.761473484674507,32.1976765183892
InR,melsim,r,0.899774856120188,32.1976765183892
InR,simsec,rho,0.832808405378267,32.1976765183892
InR,simsec,r,0.90296761037431,32.1976765183892
Lim1,melsec,rho,0.92866956805263,28.3874074519954
Lim1,melsec,r,0.97252904317384,28.3874074519954
Lim1,melsim,rho,0.909159039668729,28.3874074519954
Lim1,melsim,r,0.96881621390839,28.3874074519954
Lim1,simsec,rho,0.917380996742592,28.3874074519954
Lim1,simsec,r,0.98581591438826,28.3874074519954
LpR1,melsec,rho,0.759214902630551,18.1203475190112
LpR1,melsec,r,0.872043687488465,18.1203475190112
LpR1,melsim,rho,0.801456811520172,18.1203475190112
LpR1,melsim,r,0.890303168453163,18.1203475190112
LpR1,simsec,rho,0.774004090850802,18.1203475190112
LpR1,simsec,r,0.980649237768669,18.1203475190112
MYPT-75D,melsec,rho,0.795460334254198,37.4826942755673
MYPT-75D,melsec,r,0.865239951945029,37.4826942755673
MYPT-75D,melsim,rho,0.800221399322087,37.4826942755673
MYPT-75D,melsim,r,0.913846970756113,37.4826942755673
MYPT-75D,simsec,rho,0.774966202315876,37.4826942755673
MYPT-75D,simsec,r,0.932793942662987,37.4826942755673
Mid1,melsec,rho,0.776915691921864,66.9355324143743
Mid1,melsec,r,0.799157312641289,66.9355324143743
Mid1,melsim,rho,0.797008170222771,66.9355324143743
Mid1,melsim,r,0.857603127893528,66.9355324143743
Mid1,simsec,rho,0.827093007308137,66.9355324143743
Mid1,simsec,r,0.870551067559562,66.9355324143743
Mmp2,melsec,rho,0.889091893191927,37.769618170509
Mmp2,melsec,r,0.970265444610278,37.769618170509
Mmp2,melsim,rho,0.850875925461332,37.769618170509
Mmp2,melsim,r,0.980244999321597,37.769618170509
Mmp2,simsec,rho,0.906649816806756,37.769618170509
Mmp2,simsec,r,0.970215728993715,37.769618170509
Mnn1,melsec,rho,0.768672745398561,59.0080057786071
Mnn1,melsec,r,0.769251632591395,59.0080057786071
Mnn1,melsim,rho,0.840591707291316,59.0080057786071
Mnn1,melsim,r,0.831543062188503,59.0080057786071
Mnn1,simsec,rho,0.818121480932431,59.0080057786071
Mnn1,simsec,r,0.786512706147293,59.0080057786071
Mnr,melsec,rho,0.802199363559786,37.4987459619976
Mnr,melsec,r,0.930443166000743,37.4987459619976
Mnr,melsim,rho,0.806729233852401,37.4987459619976
Mnr,melsim,r,0.946957589141956,37.4987459619976
Mnr,simsec,rho,0.893207379131818,37.4987459619976
Mnr,simsec,r,0.975592167362578,37.4987459619976
Mob2,melsec,rho,0.737104804918071,49.4733040390056
Mob2,melsec,r,0.948133493012132,49.4733040390056
Mob2,melsim,rho,0.775807597168818,49.4733040390056
Mob2,melsim,r,0.895001870959877,49.4733040390056
Mob2,simsec,rho,0.754277989084114,49.4733040390056
Mob2,simsec,r,0.913066966617666,49.4733040390056
Moe,melsec,rho,0.706600377172886,24.9924757719858
Moe,melsec,r,0.744217258341302,24.9924757719858
Moe,melsim,rho,0.709903528947119,24.9924757719858
Moe,melsim,r,0.679994014960879,24.9924757719858
Moe,simsec,rho,0.720284293102273,24.9924757719858
Moe,simsec,r,0.733201194396601,24.9924757719858
NFAT,melsec,rho,0.894954556478294,50.2096751539959
NFAT,melsec,r,0.884666836672163,50.2096751539959
NFAT,melsim,rho,0.89852318092724,50.2096751539959
NFAT,melsim,r,0.916350679053764,50.2096751539959
NFAT,simsec,rho,0.889023318012713,50.2096751539959
NFAT,simsec,r,0.931371258322223,50.2096751539959
NaCP60E,melsec,rho,0.88760773038465,76.1110776700977
NaCP60E,melsec,r,0.905310271609888,76.1110776700977
NaCP60E,melsim,rho,0.910776344504839,76.1110776700977
NaCP60E,melsim,r,0.93476656834346,76.1110776700977
NaCP60E,simsec,rho,0.922431865828092,76.1110776700977
NaCP60E,simsec,r,0.935046846509006,76.1110776700977
Nckx30C,melsec,rho,0.83954142798266,80.645679086659
Nckx30C,melsec,r,0.871783334966356,80.645679086659
Nckx30C,melsim,rho,0.869795646466428,80.645679086659
Nckx30C,melsim,r,0.915361812789267,80.645679086659
Nckx30C,simsec,rho,0.868793640144556,80.645679086659
Nckx30C,simsec,r,0.905440293002041,80.645679086659
Nep1,melsec,rho,0.720378717564396,10.6262164168623
Nep1,melsec,r,0.758226164551942,10.6262164168623
Nep1,melsim,rho,0.791223825039586,10.6262164168623
Nep1,melsim,r,0.934926725245765,10.6262164168623
Nep1,simsec,rho,0.790272495069036,10.6262164168623
Nep1,simsec,r,0.765413244207938,10.6262164168623
NetB,melsec,rho,0.840145967524675,34.4689901482774
NetB,melsec,r,0.844847189685961,34.4689901482774
NetB,melsim,rho,0.848448482770444,34.4689901482774
NetB,melsim,r,0.870470725758196,34.4689901482774
NetB,simsec,rho,0.886194313144425,34.4689901482774
NetB,simsec,r,0.893761255536055,34.4689901482774
Neto,melsec,rho,0.77910741672589,16.1680611569253
Neto,melsec,r,0.905120950105196,16.1680611569253
Neto,melsim,rho,0.801656646111884,16.1680611569253
Neto,melsim,r,0.863004910566208,16.1680611569253
Neto,simsec,rho,0.891748435194205,16.1680611569253
Neto,simsec,r,0.91448611489688,16.1680611569253
Nlg2,melsec,rho,0.73207743098415,46.5960392463733
Nlg2,melsec,r,0.747191148262332,46.5960392463733
Nlg2,melsim,rho,0.811683222633672,46.5960392463733
Nlg2,melsim,r,0.816835264386691,46.5960392463733
Nlg2,simsec,rho,0.756215834949744,46.5960392463733
Nlg2,simsec,r,0.819603674980481,46.5960392463733
Nlg3,melsec,rho,0.853945022433825,66.1911354561689
Nlg3,melsec,r,0.917941267572641,66.1911354561689
Nlg3,melsim,rho,0.895547756492224,66.1911354561689
Nlg3,melsim,r,0.915520018505751,66.1911354561689
Nlg3,simsec,rho,0.833898670378758,66.1911354561689
Nlg3,simsec,r,0.937553069140545,66.1911354561689
Nlg4,melsec,rho,0.834481559402078,35.0809606934329
Nlg4,melsec,r,0.849487011820127,35.0809606934329
Nlg4,melsim,rho,0.86005030479476,35.0809606934329
Nlg4,melsim,r,0.867463109090616,35.0809606934329
Nlg4,simsec,rho,0.90181038029742,35.0809606934329
Nlg4,simsec,r,0.88629816162932,35.0809606934329
Nos,melsec,rho,0.733641745864675,8.52745841609984
Nos,melsec,r,0.937331286324687,8.52745841609984
Nos,melsim,rho,0.758203123166756,8.52745841609984
Nos,melsim,r,0.960633394657187,8.52745841609984
Nos,simsec,rho,0.736433170510852,8.52745841609984
Nos,simsec,r,0.934419339498665,8.52745841609984
Oamb,melsec,rho,0.763748958997758,13.4292421597544
Oamb,melsec,r,0.927255176921551,13.4292421597544
Oamb,melsim,rho,0.769519469863527,13.4292421597544
Oamb,melsim,r,0.930127365895295,13.4292421597544
Oamb,simsec,rho,0.756893142138395,13.4292421597544
Oamb,simsec,r,0.912901451716121,13.4292421597544
Oct-TyrR,melsec,rho,0.76624850559917,16.1500030096912
Oct-TyrR,melsec,r,0.859158838789472,16.1500030096912
Oct-TyrR,melsim,rho,0.803852206667293,16.1500030096912
Oct-TyrR,melsim,r,0.868122025918991,16.1500030096912
Oct-TyrR,simsec,rho,0.88613455321758,16.1500030096912
Oct-TyrR,simsec,r,0.969992811076241,16.1500030096912
Octbeta1R,melsec,rho,0.783158085921851,24.0494391942053
Octbeta1R,melsec,r,0.921299794628763,24.0494391942053
Octbeta1R,melsim,rho,0.849217467986382,24.0494391942053
Octbeta1R,melsim,r,0.958837090194178,24.0494391942053
Octbeta1R,simsec,rho,0.772002831691225,24.0494391942053
Octbeta1R,simsec,r,0.90323361098517,24.0494391942053
Octbeta3R,melsec,rho,0.78648471255868,41.8166496117498
Octbeta3R,melsec,r,0.773541427834657,41.8166496117498
Octbeta3R,melsim,rho,0.843185708935181,41.8166496117498
Octbeta3R,melsim,r,0.752260895721485,41.8166496117498
Octbeta3R,simsec,rho,0.816718792499274,41.8166496117498
Octbeta3R,simsec,r,0.823058938178114,41.8166496117498
Pde11,melsec,rho,0.769516430946441,14.4986857681735
Pde11,melsec,r,0.916506666898786,14.4986857681735
Pde11,melsim,rho,0.809982757722408,14.4986857681735
Pde11,melsim,r,0.93899858819907,14.4986857681735
Pde11,simsec,rho,0.829782810596767,14.4986857681735
Pde11,simsec,r,0.923073421486077,14.4986857681735
Pde1c,melsec,rho,0.797880052508866,67.4030377816569
Pde1c,melsec,r,0.848439497703433,67.4030377816569
Pde1c,melsim,rho,0.796606516585356,67.4030377816569
Pde1c,melsim,r,0.833062187832489,67.4030377816569
Pde1c,simsec,rho,0.799163384862556,67.4030377816569
Pde1c,simsec,r,0.849656276260582,67.4030377816569
Pde6,melsec,rho,0.790611101314681,55.5970224121672
Pde6,melsec,r,0.922332805506102,55.5970224121672
Pde6,melsim,rho,0.841346813221262,55.5970224121672
Pde6,melsim,r,0.88618709933059,55.5970224121672
Pde6,simsec,rho,0.83701679108133,55.5970224121672
Pde6,simsec,r,0.849329820801113,55.5970224121672
Pde8,melsec,rho,0.739356712705692,19.4686891791569
Pde8,melsec,r,0.843910356778905,19.4686891791569
Pde8,melsim,rho,0.821996517573553,19.4686891791569
Pde8,melsim,r,0.923452058801962,19.4686891791569
Pde8,simsec,rho,0.752690437031265,19.4686891791569
Pde8,simsec,r,0.817259547305078,19.4686891791569
Pde9,melsec,rho,0.826652167949999,73.2438451814844
Pde9,melsec,r,0.87742744686517,73.2438451814844
Pde9,melsim,rho,0.829353115642282,73.2438451814844
Pde9,melsim,r,0.879977564432187,73.2438451814844
Pde9,simsec,rho,0.80957897289319,73.2438451814844
Pde9,simsec,r,0.904755508445107,73.2438451814844
Pdfr,melsec,rho,0.712869604175534,14.2298200204659
Pdfr,melsec,r,0.895988061258917,14.2298200204659
Pdfr,melsim,rho,0.722523873477414,14.2298200204659
Pdfr,melsim,r,0.892479886796864,14.2298200204659
Pdfr,simsec,rho,0.832634364822728,14.2298200204659
Pdfr,simsec,r,0.948939734227604,14.2298200204659
Pdp1,melsec,rho,0.877872204952854,93.6977066153013
Pdp1,melsec,r,0.98233690783865,93.6977066153013
Pdp1,melsim,rho,0.872356475123174,93.6977066153013
Pdp1,melsim,r,0.971376398967916,93.6977066153013
Pdp1,simsec,rho,0.897668688820775,93.6977066153013
Pdp1,simsec,r,0.969115064832076,93.6977066153013
Pgant9,melsec,rho,0.790856700796345,28.4215172856598
Pgant9,melsec,r,0.858866435791112,28.4215172856598
Pgant9,melsim,rho,0.820771930809912,28.4215172856598
Pgant9,melsim,r,0.841232729289642,28.4215172856598
Pgant9,simsec,rho,0.836438000548841,28.4215172856598
Pgant9,simsec,r,0.869838190788141,28.4215172856598
Pka-C1,melsec,rho,0.767749993877201,64.7083609221694
Pka-C1,melsec,r,0.958570730235199,64.7083609221694
Pka-C1,melsim,rho,0.772170096669301,64.7083609221694
Pka-C1,melsim,r,0.972368453647314,64.7083609221694
Pka-C1,simsec,rho,0.770925940895116,64.7083609221694
Pka-C1,simsec,r,0.970333726523707,64.7083609221694
Pka-R2,melsec,rho,0.79841982422332,55.9040109151468
Pka-R2,melsec,r,0.959661869555296,55.9040109151468
Pka-R2,melsim,rho,0.765118488992985,55.9040109151468
Pka-R2,melsim,r,0.965087552414904,55.9040109151468
Pka-R2,simsec,rho,0.740744187643505,55.9040109151468
Pka-R2,simsec,r,0.950432169751904,55.9040109151468
Pkc53E,melsec,rho,0.828190207488391,53.9557374746684
Pkc53E,melsec,r,0.897016783640106,53.9557374746684
Pkc53E,melsim,rho,0.844628617331844,53.9557374746684
Pkc53E,melsim,r,0.902587887063738,53.9557374746684
Pkc53E,simsec,rho,0.871470836027352,53.9557374746684
Pkc53E,simsec,r,0.927632322896933,53.9557374746684
Ptp99A,melsec,rho,0.895442700679872,75.5653203314673
Ptp99A,melsec,r,0.874142109163132,75.5653203314673
Ptp99A,melsim,rho,0.884284566703893,75.5653203314673
Ptp99A,melsim,r,0.861947460753827,75.5653203314673
Ptp99A,simsec,rho,0.885117263269265,75.5653203314673
Ptp99A,simsec,r,0.901381583783393,75.5653203314673
Pvf3,melsec,rho,0.804847285527418,38.556150805594
Pvf3,melsec,r,0.780694907748895,38.556150805594
Pvf3,melsim,rho,0.847122011473252,38.556150805594
Pvf3,melsim,r,0.777925324765213,38.556150805594
Pvf3,simsec,rho,0.804796391011269,38.556150805594
Pvf3,simsec,r,0.851034969556284,38.556150805594
RapGAP1,melsec,rho,0.731940280961618,48.2654146351251
RapGAP1,melsec,r,0.901759536833072,48.2654146351251
RapGAP1,melsim,rho,0.771989978229696,48.2654146351251
RapGAP1,melsim,r,0.92720290839804,48.2654146351251
RapGAP1,simsec,rho,0.883199326006602,48.2654146351251
RapGAP1,simsec,r,0.949288963506748,48.2654146351251
Rbfox1,melsec,rho,0.815190344638414,96.7916691747427
Rbfox1,melsec,r,0.905997470335102,96.7916691747427
Rbfox1,melsim,rho,0.868864985599248,96.7916691747427
Rbfox1,melsim,r,0.903481207709661,96.7916691747427
Rbfox1,simsec,rho,0.816757773467349,96.7916691747427
Rbfox1,simsec,r,0.933179735966635,96.7916691747427
Rbp1-like,melsec,rho,0.751552734183664,79.8270430787135
Rbp1-like,melsec,r,0.765106459585099,79.8270430787135
Rbp1-like,melsim,rho,0.758547385332785,79.8270430787135
Rbp1-like,melsim,r,0.783075354084534,79.8270430787135
Rbp1-like,simsec,rho,0.726209369305825,79.8270430787135
Rbp1-like,simsec,r,0.739047134438639,79.8270430787135
Rbp6,melsec,rho,0.955357667665903,90.2245229639439
Rbp6,melsec,r,0.944828873660482,90.2245229639439
Rbp6,melsim,rho,0.946962127000921,90.2245229639439
Rbp6,melsim,r,0.955169434769277,90.2245229639439
Rbp6,simsec,rho,0.95195830639315,90.2245229639439
Rbp6,simsec,r,0.959122546382359,90.2245229639439
Rdl,melsec,rho,0.853817668841474,96.7836433315275
Rdl,melsec,r,0.94992906449603,96.7836433315275
Rdl,melsim,rho,0.869325417817747,96.7836433315275
Rdl,melsim,r,0.937250033605315,96.7836433315275
Rdl,simsec,rho,0.923382119555634,96.7836433315275
Rdl,simsec,r,0.974099209055036,96.7836433315275
Rgk2,melsec,rho,0.879342819396916,14.6511767892614
Rgk2,melsec,r,0.759524809936655,14.6511767892614
Rgk2,melsim,rho,0.876631731069958,14.6511767892614
Rgk2,melsim,r,0.913335783744357,14.6511767892614
Rgk2,simsec,rho,0.881827898912666,14.6511767892614
Rgk2,simsec,r,0.784209819542636,14.6511767892614
Rgk3,melsec,rho,0.852050809314451,22.9498986737294
Rgk3,melsec,r,0.959295845144588,22.9498986737294
Rgk3,melsim,rho,0.832139215152994,22.9498986737294
Rgk3,melsim,r,0.9520873695143,22.9498986737294
Rgk3,simsec,rho,0.908384439143496,22.9498986737294
Rgk3,simsec,r,0.94445209584414,22.9498986737294
RhoGAP71E,melsec,rho,0.792629165931934,57.7740323842774
RhoGAP71E,melsec,r,0.77964555886956,57.7740323842774
RhoGAP71E,melsim,rho,0.778910090173335,57.7740323842774
RhoGAP71E,melsim,r,0.772056877890523,57.7740323842774
RhoGAP71E,simsec,rho,0.821294656764978,57.7740323842774
RhoGAP71E,simsec,r,0.864946205420673,57.7740323842774
Rim,melsec,rho,0.739454142910324,89.6165653403961
Rim,melsec,r,0.827876624675969,89.6165653403961
Rim,melsim,rho,0.803926418835115,89.6165653403961
Rim,melsim,r,0.881376893011944,89.6165653403961
Rim,simsec,rho,0.782041140211647,89.6165653403961
Rim,simsec,r,0.835929741655842,89.6165653403961
RpL23,melsec,rho,0.730162695411794,30.1069443608419
RpL23,melsec,r,0.703772040154551,30.1069443608419
RpL23,melsim,rho,0.75208002256364,30.1069443608419
RpL23,melsim,r,0.725613414236937,30.1069443608419
RpL23,simsec,rho,0.79358299343294,30.1069443608419
RpL23,simsec,r,0.755892628810556,30.1069443608419
RpL37-1,melsec,rho,0.730517818615055,28.1787355284015
RpL37-1,melsec,r,0.708672639102449,28.1787355284015
RpL37-1,melsim,rho,0.728139717715974,28.1787355284015
RpL37-1,melsim,r,0.728277277208379,28.1787355284015
RpL37-1,simsec,rho,0.776096593274718,28.1787355284015
RpL37-1,simsec,r,0.737098772531294,28.1787355284015
RpS2,melsec,rho,0.770353970382731,28.0342703505287
RpS2,melsec,r,0.767647728569795,28.0342703505287
RpS2,melsim,rho,0.781168183902281,28.0342703505287
RpS2,melsim,r,0.786186656910972,28.0342703505287
RpS2,simsec,rho,0.724439763913567,28.0342703505287
RpS2,simsec,r,0.765912916437425,28.0342703505287
Rph,melsec,rho,0.710901483972416,6.23206725656614
Rph,melsec,r,0.735656996138718,6.23206725656614
Rph,melsim,rho,0.797036701305301,6.23206725656614
Rph,melsim,r,0.787090904029616,6.23206725656614
Rph,simsec,rho,0.759937786712885,6.23206725656614
Rph,simsec,r,0.746419150583074,6.23206725656614
SKIP,melsec,rho,0.844042898675357,54.092176809326
SKIP,melsec,r,0.815643601204546,54.092176809326
SKIP,melsim,rho,0.868473128392014,54.092176809326
SKIP,melsim,r,0.841739231758432,54.092176809326
SKIP,simsec,rho,0.93020761135786,54.092176809326
SKIP,simsec,r,0.936817591026052,54.092176809326
SLO2,melsec,rho,0.802709692588021,56.6022592748651
SLO2,melsec,r,0.787647790801343,56.6022592748651
SLO2,melsim,rho,0.84248526246178,56.6022592748651
SLO2,melsim,r,0.874904899522887,56.6022592748651
SLO2,simsec,rho,0.845267455447037,56.6022592748651
SLO2,simsec,r,0.836135006523307,56.6022592748651
SPR,melsec,rho,0.731398005894876,32.6671883464756
SPR,melsec,r,0.625500775440249,32.6671883464756
SPR,melsim,rho,0.797066769746832,32.6671883464756
SPR,melsim,r,0.836219515284448,32.6671883464756
SPR,simsec,rho,0.891890039089102,32.6671883464756
SPR,simsec,r,0.84929327762531,32.6671883464756
Sap47,melsec,rho,0.843783292639761,92.1808222476374
Sap47,melsec,r,0.905492610504834,92.1808222476374
Sap47,melsim,rho,0.888739220841683,92.1808222476374
Sap47,melsim,r,0.904410245979479,92.1808222476374
Sap47,simsec,rho,0.921393444228923,92.1808222476374
Sap47,simsec,r,0.957574818005862,92.1808222476374
Sema2b,melsec,rho,0.885060089319007,35.0388250165533
Sema2b,melsec,r,0.896242096717592,35.0388250165533
Sema2b,melsim,rho,0.923228031071739,35.0388250165533
Sema2b,melsim,r,0.911807686105904,35.0388250165533
Sema2b,simsec,rho,0.937392998886255,35.0388250165533
Sema2b,simsec,r,0.949784655251355,35.0388250165533
Sh,melsec,rho,0.704500480025079,96.6010553983828
Sh,melsec,r,0.748644111614117,96.6010553983828
Sh,melsim,rho,0.789513901134427,96.6010553983828
Sh,melsim,r,0.886445469353392,96.6010553983828
Sh,simsec,rho,0.739689257234664,96.6010553983828
Sh,simsec,r,0.74660302221157,96.6010553983828
Shab,melsec,rho,0.781492538777934,71.2915588193985
Shab,melsec,r,0.913747410958134,71.2915588193985
Shab,melsim,rho,0.863033325090573,71.2915588193985
Shab,melsim,r,0.912075055535859,71.2915588193985
Shab,simsec,rho,0.82073512412077,71.2915588193985
Shab,simsec,r,0.917681531176527,71.2915588193985
Shawl,melsec,rho,0.890825865580626,39.0517466241297
Shawl,melsec,r,0.891775374875197,39.0517466241297
Shawl,melsim,rho,0.866867332692199,39.0517466241297
Shawl,melsim,r,0.895819308156587,39.0517466241297
Shawl,simsec,rho,0.906756664130426,39.0517466241297
Shawl,simsec,r,0.892084016128888,39.0517466241297
Slob,melsec,rho,0.706661899014382,32.2077088224082
Slob,melsec,r,0.799439996840437,32.2077088224082
